"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","dpct","gene","motif"
"MA1122.1",0.000836554147553879,0.59838143343313,0.504,0.316,0.624069394075194,0.188,"MA1122.1","TFDP1"
"MA0524.2",0.000839063247167943,2.3404151713049,0.232,0.144,0.625941182387286,0.088,"MA0524.2","TFAP2C"
"MA1546.1",0.000849229500013371,-0.307740120429325,0.544,0.675,0.633525207009975,-0.131,"MA1546.1","PAX3(var.2)"
"MA0507.1",0.00087691119398074,0.334439635226229,0.872,0.748,0.654175750709632,0.124,"MA0507.1","POU2F2"
"MA0031.1",0.000961544104330577,0.494983973466668,0.408,0.354,0.717311901830611,0.054,"MA0031.1","FOXD1"
"MA0157.2",0.000961544104330577,0.494983973466668,0.408,0.354,0.717311901830611,0.054,"MA0157.2","FOXO3"
"MA0626.1",0.00109272760802235,-0.242472327503955,0.544,0.664,0.815174795584673,-0.12,"MA0626.1","Npas2"
"MA1559.1",0.00112043550485818,-0.0125449271996323,0.992,0.997,0.835844886624202,-0.005,"MA1559.1","SNAI3"
"MA1542.1",0.00120342666361812,0.339455942135164,0.768,0.652,0.897756291059119,0.116,"MA1542.1","OSR1"
"MA1571.1",0.00124198481323503,-0.2125228965931,0.728,0.821,0.926520670673336,-0.093,"MA1571.1","TGIF2LX"
"MA0464.2",0.00133505195263084,-0.218434226788598,0.56,0.66,0.995948756662606,-0.1,"MA0464.2","BHLHE40"
"MA0793.1",0.00159960190173591,0.338949333221891,0.56,0.455,1,0.105,"MA0793.1","POU6F2"
"MA0880.1",0.00163835512200879,0.81185711858078,0.288,0.22,1,0.068,"MA0880.1","Dlx3"
"MA0881.1",0.00163835512200879,0.81185711858078,0.288,0.22,1,0.068,"MA0881.1","Dlx4"
"MA0636.1",0.00169147760855475,-0.223742618328066,0.568,0.667,1,-0.0990000000000001,"MA0636.1","BHLHE41"
"MA0603.1",0.00170439509941845,-0.205308639186348,0.52,0.657,1,-0.137,"MA0603.1","Arntl"
"MA0762.1",0.00175284292643373,0.247043100996339,1,0.985,1,0.015,"MA0762.1","ETV2"
"MA1619.1",0.00176233327146847,1.31325597983678,0.312,0.2,1,0.112,"MA1619.1","Ptf1a(var.2)"
"MA1544.1",0.00176683254157507,-0.193843620195294,0.736,0.799,1,-0.0630000000000001,"MA1544.1","OVOL1"
"MA0679.2",0.00185427266309485,-0.596499251668958,0.32,0.394,1,-0.074,"MA0679.2","ONECUT1"
"MA0136.2",0.00189593475363243,0.255204465741662,1,0.983,1,0.017,"MA0136.2","ELF5"
"MA1145.1",0.00208978702556565,0.442675779160026,0.688,0.535,1,0.153,"MA1145.1","FOSL2::JUND(var.2)"
"MA1572.1",0.00209963762163013,-0.22017037930151,0.76,0.806,1,-0.046,"MA1572.1","TGIF2LY"
"MA0138.2",0.00219124489853105,0.538717254989168,0.424,0.335,1,0.089,"MA0138.2","REST"
"MA0861.1",0.00221573089019623,-0.346825716212096,0.544,0.657,1,-0.113,"MA0861.1","TP73"
"MA0104.4",0.00228997349268707,-0.263647233550807,0.456,0.577,1,-0.121,"MA0104.4","MYCN"
"MA1570.1",0.00242351099825021,0.448519913552667,0.424,0.375,1,0.049,"MA1570.1","TFAP4(var.2)"
"MA1656.1",0.00265342768857861,1.4186200625976,0.192,0.162,1,0.03,"MA1656.1","ZNF449"
"MA0601.1",0.00275639474885385,0.444044593920609,0.584,0.429,1,0.155,"MA0601.1","Arid3b"
"MA0882.1",0.00278520786098228,0.67892101837252,0.288,0.249,1,0.039,"MA0882.1","DLX6"
"MA0631.1",0.00282935855829899,-0.164927608056661,0.72,0.821,1,-0.101,"MA0631.1","Six3"
"MA1475.1",0.00286632395305904,0.367163672337214,0.784,0.711,1,0.0730000000000001,"MA1475.1","CREB3L4(var.2)"
"MA0656.1",0.0029416594213216,0.384117862179245,0.704,0.587,1,0.117,"MA0656.1","JDP2(var.2)"
"MA0637.1",0.00296951583636124,-0.232059352668967,0.552,0.638,1,-0.086,"MA0637.1","CENPB"
"MA0899.1",0.00339281667880587,0.840735125310896,0.344,0.241,1,0.103,"MA0899.1","HOXA10"
"MA0029.1",0.00343685072422804,0.452454159072356,0.672,0.482,1,0.19,"MA0029.1","Mecom"
"MA0781.1",0.00386729070668777,-0.312122675273282,0.464,0.542,1,-0.078,"MA0781.1","PAX9"
"MA0472.2",0.00395079698034733,0.337557857498173,0.808,0.684,1,0.124,"MA0472.2","EGR2"
"MA0629.1",0.00411779100572052,-0.489970619812843,0.344,0.455,1,-0.111,"MA0629.1","Rhox11"
"MA1530.1",0.00418206439441489,-0.501399695811745,0.344,0.484,1,-0.14,"MA1530.1","NKX6-3"
"MA0002.2",0.00435839644874704,-0.0154203386078833,1,0.986,1,0.014,"MA0002.2","RUNX1"
"MA1476.1",0.00438259442814275,0.824391227812238,0.36,0.237,1,0.123,"MA1476.1","DLX5"
"MA1566.1",0.00442627914740382,-0.0121862375051269,0.992,0.989,1,0.003,"MA1566.1","TBX3"
"MA0705.1",0.00475115875328091,0.463852605026005,0.44,0.331,1,0.109,"MA0705.1","Lhx8"
"MA0612.2",0.00475115875328091,0.463852605026005,0.44,0.331,1,0.109,"MA0612.2","EMX1"
"MA0153.2",0.00504014454915969,-0.34326518479201,0.504,0.583,1,-0.079,"MA0153.2","HNF1B"
"MA0834.1",0.00517082873106481,0.408641196907902,0.648,0.554,1,0.094,"MA0834.1","ATF7"
"MA0794.1",0.0059658645699849,-0.183963936214498,0.616,0.657,1,-0.041,"MA0794.1","PROX1"
"MA1118.1",0.0061419944059807,0.632902237701058,0.256,0.235,1,0.021,"MA1118.1","SIX1"
"MA1133.1",0.00621635085252719,0.345720269452809,0.632,0.602,1,0.03,"MA1133.1","JUN::JUNB(var.2)"
"MA0777.1",0.00668932311918024,-0.192827068637057,0.576,0.705,1,-0.129,"MA0777.1","MYBL2"
"MA0503.1",0.0073307201000337,0.80429529988081,0.24,0.191,1,0.049,"MA0503.1","Nkx2-5(var.2)"
"MA0697.1",0.00755426153105034,0.293036180599447,0.728,0.596,1,0.132,"MA0697.1","ZIC3"
"MA0729.1",0.00820861005385196,-0.353272713868469,0.408,0.467,1,-0.0590000000000001,"MA0729.1","RARA"
"MA0878.2",0.00829532516119308,1.38284715171031,0.208,0.181,1,0.027,"MA0878.2","CDX1"
"MA0815.1",0.0083518292019866,0.623718357734055,0.32,0.23,1,0.09,"MA0815.1","TFAP2C(var.3)"
"MA0602.1",0.00864002213381275,0.930447015660463,0.272,0.207,1,0.065,"MA0602.1","Arid5a"
"MA1464.1",0.00885207255935907,-0.144009171045817,0.568,0.66,1,-0.0920000000000001,"MA1464.1","ARNT2"
"MA0124.2",0.00922002348524576,-0.358966548387035,0.416,0.522,1,-0.106,"MA0124.2","Nkx3-1"
"MA1545.1",0.00927597743972662,-0.147751789052593,0.688,0.775,1,-0.0870000000000001,"MA1545.1","OVOL2"
"MA0059.1",0.00930986839197124,-0.270591094655325,0.544,0.59,1,-0.0459999999999999,"MA0059.1","MAX::MYC"
"MA1497.1",0.00934271223307858,0.371023997183022,0.448,0.385,1,0.063,"MA1497.1","HOXA6"
"MA0067.1",0.00975292928783999,-0.794398541057435,0.256,0.356,1,-0.1,"MA0067.1","Pax2"
"MA0739.1",0.00976043014692435,0.301952180683066,0.464,0.381,1,0.083,"MA0739.1","Hic1"
"MA0066.1",0.00983540478867071,-0.536567460616114,0.352,0.451,1,-0.099,"MA0066.1","PPARG"
"MA0675.1",0.00986328523627821,0.414460043874625,0.504,0.374,1,0.13,"MA0675.1","NKX6-2"
"MA0661.1",0.00988559553450497,0.308140022729251,0.56,0.46,1,0.1,"MA0661.1","MEOX1"
"MA1593.1",0.0109122564218759,0.46845709801681,0.224,0.238,1,-0.014,"MA1593.1","ZNF317"
"MA1140.2",0.0113774062462141,0.338298246977787,0.672,0.606,1,0.0660000000000001,"MA1140.2","JUNB(var.2)"
"MA0068.2",0.0115157300231973,0.403332716370008,0.44,0.33,1,0.11,"MA0068.2","PAX4"
"MA1577.1",0.0115157300231973,0.403332716370008,0.44,0.33,1,0.11,"MA1577.1","TLX2"
"MA0701.2",0.0115157300231973,0.403332716370008,0.44,0.33,1,0.11,"MA0701.2","LHX9"
"MA0075.3",0.0115157300231973,0.403332716370008,0.44,0.33,1,0.11,"MA0075.3","PRRX2"
"MA1506.1",0.01157651204613,-0.449077844960382,0.336,0.375,1,-0.039,"MA1506.1","HOXD10"
"MA0035.4",0.0122932156368855,0.362576592308665,0.536,0.427,1,0.109,"MA0035.4","GATA1"
"MA1504.1",0.0126384658901073,-0.268256435374814,0.52,0.582,1,-0.0619999999999999,"MA1504.1","HOXC4"
"MA0098.3",0.0131687589621055,0.0654402894793886,1,0.996,1,0.004,"MA0098.3","ETS1"
"MA0609.2",0.0132779128473695,0.33641592385397,0.784,0.676,1,0.108,"MA0609.2","CREM"
"MA0812.1",0.0134218606326771,2.65084675499225,0.184,0.143,1,0.041,"MA0812.1","TFAP2B(var.2)"
"MA1496.1",0.0136399636909903,-0.251256669096111,0.496,0.618,1,-0.122,"MA1496.1","HOXA4"
"MA1494.1",0.0136448258935152,1.03705631731794,0.248,0.186,1,0.062,"MA1494.1","HNF4A(var.2)"
"MA0906.1",0.013676634245219,-0.347802649631789,0.368,0.447,1,-0.079,"MA0906.1","HOXC12"
"MA0894.1",0.0144130352447538,0.352314031639933,0.448,0.371,1,0.077,"MA0894.1","HESX1"
"MA0072.1",0.014581695737859,0.492435293649592,0.472,0.401,1,0.071,"MA0072.1","RORA(var.2)"
"MA0813.1",0.0149997306702624,0.785241675301766,0.248,0.156,1,0.092,"MA0813.1","TFAP2B(var.3)"
"MA1493.1",0.0150753720774471,-0.0889560599381745,0.752,0.806,1,-0.054,"MA1493.1","HES6"
"MA1473.1",0.0161509507092662,1.35371089971736,0.168,0.177,1,-0.00899999999999998,"MA1473.1","CDX4"
"MA0073.1",0.0167253338202924,-0.156042681964585,0.72,0.779,1,-0.0590000000000001,"MA0073.1","RREB1"
"MA0806.1",0.0177386577703259,0.00831677555536636,1,0.996,1,0.004,"MA0806.1","TBX4"
"MA0807.1",0.0177386577703259,0.00831677555536636,1,0.996,1,0.004,"MA0807.1","TBX5"
"MA0873.1",0.0177544135528211,-0.257458620148597,0.384,0.46,1,-0.076,"MA0873.1","HOXD12"
"MA0485.2",0.0178464459695897,-0.307180661885212,0.368,0.434,1,-0.066,"MA0485.2","HOXC9"
"MA1421.1",0.0182124986489688,0.302563244698252,0.496,0.407,1,0.089,"MA1421.1","TCF7L1"
"MA0840.1",0.0184783882244073,0.343602249769211,0.656,0.56,1,0.096,"MA0840.1","Creb5"
"MA1550.1",0.0192481418326231,-1.11765340303618,0.184,0.285,1,-0.101,"MA1550.1","PPARD"
"MA1136.1",0.0203894629634861,0.372567627921427,0.616,0.517,1,0.099,"MA1136.1","FOSB::JUNB(var.2)"
"MA1644.1",0.0205495149662749,-0.317052623128621,0.504,0.583,1,-0.079,"MA1644.1","NFYC"
"MA0122.3",0.0206391150148001,-0.157961127073111,0.624,0.704,1,-0.08,"MA0122.3","Nkx3-2"
"MA0862.1",0.0212702745449894,0.273870194077911,0.568,0.498,1,0.07,"MA0862.1","GMEB2"
"MA0804.1",0.0221188109521547,-0.0936069952297924,0.848,0.868,1,-0.02,"MA0804.1","TBX19"
"MA0164.1",0.0230744092463188,0.920178579801693,0.224,0.204,1,0.02,"MA0164.1","Nr2e3"
"MA0163.1",0.023644174273161,-1.68332436240388,0.136,0.176,1,-0.04,"MA0163.1","PLAG1"
"MA0885.1",0.0246018700316477,0.454492162627773,0.408,0.314,1,0.094,"MA0885.1","Dlx2"
"MA0076.2",0.0250619596364568,0.0811328646591396,1,0.996,1,0.004,"MA0076.2","ELK4"
"MA1580.1",0.0251701949895071,-0.126073985048317,0.768,0.81,1,-0.042,"MA1580.1","ZBTB32"
"MA0078.1",0.0252356288449298,0.385913118757373,0.288,0.245,1,0.043,"MA0078.1","Sox17"
"MA0711.1",0.0254750504692931,-0.270834539674057,0.512,0.575,1,-0.0629999999999999,"MA0711.1","OTX1"
"MA1495.1",0.0262326524542184,0.306493955857908,0.592,0.481,1,0.111,"MA1495.1","HOXA1"
"MA0158.2",0.0262326524542184,0.306493955857908,0.592,0.481,1,0.111,"MA0158.2","HOXA5"
"MA0904.2",0.0262326524542184,0.306493955857908,0.592,0.481,1,0.111,"MA0904.2","HOXB5"
"MA0692.1",0.0272581547636206,-0.200825129745413,0.48,0.558,1,-0.0780000000000001,"MA0692.1","TFEB"
"MA1553.1",0.0279304773428175,-0.295644867197147,0.416,0.55,1,-0.134,"MA1553.1","RARG(var.3)"
"MA0801.1",0.0288678074004869,0.00652991363001476,1,0.98,1,0.02,"MA0801.1","MGA"
"MA0803.1",0.0288678074004869,0.00652991363001476,1,0.98,1,0.02,"MA0803.1","TBX15"
"MA0797.1",0.0289081536296475,-0.117460981479547,0.816,0.838,1,-0.022,"MA0797.1","TGIF2"
"MA0863.1",0.0290020664866136,-0.228255621104271,0.568,0.631,1,-0.0630000000000001,"MA0863.1","MTF1"
"MA0752.1",0.0294117895667881,-0.258663955137063,0.504,0.584,1,-0.08,"MA0752.1","ZNF410"
"MA0902.2",0.0301567408778504,0.324181000979669,0.544,0.445,1,0.099,"MA0902.2","HOXB2"
"MA1575.1",0.0303699935274189,0.44565465725198,0.4,0.33,1,0.07,"MA1575.1","THRB(var.2)"
"MA0750.2",0.031555186239781,0.0822193934273954,1,0.994,1,0.00600000000000001,"MA0750.2","ZBTB7A"
"MA1485.1",0.0318203988085374,-0.214739731634653,0.6,0.69,1,-0.09,"MA1485.1","FERD3L"
"MA0014.3",0.0333038585408935,-0.039117955484812,0.648,0.662,1,-0.014,"MA0014.3","PAX5"
"MA0140.2",0.0347504063966799,0.281575011229504,0.776,0.608,1,0.168,"MA0140.2","GATA1::TAL1"
"MA0046.2",0.0358712976696796,-0.270060835023854,0.416,0.498,1,-0.082,"MA0046.2","HNF1A"
"MA0105.4",0.0367735847177969,0.275213280064496,0.856,0.805,1,0.0509999999999999,"MA0105.4","NFKB1"
"MA0780.1",0.0367909027168455,0.364763339781694,0.528,0.428,1,0.1,"MA0780.1","PAX3"
"MA0650.2",0.0368647490114434,0.748060968468325,0.272,0.237,1,0.035,"MA0650.2","HOXA13"
"MA0605.2",0.0369555072050026,0.314883703894509,0.64,0.564,1,0.0760000000000001,"MA0605.2","ATF3"
"MA0100.3",0.0382333004400483,0.22988292673471,0.496,0.462,1,0.034,"MA0100.3","MYB"
"MA1148.1",0.0385258284288553,0.567811211297022,0.328,0.268,1,0.06,"MA1148.1","PPARA::RXRA"
"MA1556.1",0.038984672990528,-0.159778654900544,0.568,0.564,1,0.004,"MA1556.1","RXRG(var.2)"
"MA1502.1",0.0394908291651376,0.359159865935504,0.448,0.378,1,0.07,"MA1502.1","HOXB8"
"MA0805.1",0.0397124070226979,0.0183110864578113,0.992,0.986,1,0.00600000000000001,"MA0805.1","TBX1"
"MA0751.1",0.0417192333117699,0.220997485804644,0.768,0.688,1,0.0800000000000001,"MA0751.1","ZIC4"
"MA0630.1",0.0426800918653125,0.278195981536154,0.456,0.35,1,0.106,"MA0630.1","SHOX"
"MA0716.1",0.0426800918653125,0.278195981536154,0.456,0.35,1,0.106,"MA0716.1","PRRX1"
"MA0135.1",0.0431960693174024,0.465672893856397,0.312,0.261,1,0.051,"MA0135.1","Lhx3"
"MA0870.1",0.0445937332342029,0.28187955586246,0.384,0.312,1,0.072,"MA0870.1","Sox1"
"MA0767.1",0.0449680895337331,-0.0945124384801153,0.752,0.797,1,-0.045,"MA0767.1","GCM2"
"MA0638.1",0.0449819747959498,-0.0918837872705982,0.744,0.802,1,-0.0580000000000001,"MA0638.1","CREB3"
"MA0512.2",0.0450296782334404,-0.553442791320506,0.28,0.313,1,-0.033,"MA0512.2","Rxra"
"MA1115.1",0.0456503473862638,0.218326960989352,0.816,0.74,1,0.076,"MA1115.1","POU5F1"
"MA1574.1",0.0463441751297313,-3.72294714263323,0.144,0.222,1,-0.078,"MA1574.1","THRB"
"MA1503.1",0.0478771564865028,-0.210839459192306,0.424,0.476,1,-0.052,"MA1503.1","HOXB9"
"MA0756.1",0.0482620937488545,-0.209748066666579,0.464,0.526,1,-0.062,"MA0756.1","ONECUT2"
"MA0760.1",0.0518339685084347,0.0738688991652836,1,0.994,1,0.00600000000000001,"MA0760.1","ERF"
"MA0494.1",0.0519999985805509,-0.184497750000289,0.464,0.547,1,-0.083,"MA0494.1","Nr1h3::Rxra"
"MA0673.1",0.0542336377094508,-0.177608670794103,0.536,0.623,1,-0.087,"MA0673.1","NKX2-8"
"MA0696.1",0.0548182760355388,0.193715171273749,0.824,0.697,1,0.127,"MA0696.1","ZIC1"
"MA0132.2",0.0572095200055455,0.287023930225475,0.496,0.415,1,0.081,"MA0132.2","PDX1"
"MA0900.2",0.0572095200055455,0.287023930225475,0.496,0.415,1,0.081,"MA0900.2","HOXA2"
"MA0912.2",0.0572095200055455,0.287023930225475,0.496,0.415,1,0.081,"MA0912.2","HOXD3"
"MA0765.2",0.057599723362702,0.0914760369170859,1,0.997,1,0.003,"MA0765.2","ETV5"
"MA0474.2",0.0602298276669975,0.0765899395743501,1,0.997,1,0.003,"MA0474.2","ERG"
"MA0498.2",0.061026510692241,-0.122692269744397,0.688,0.742,1,-0.054,"MA0498.2","MEIS1"
"MA0903.1",0.0610391284864972,0.282091736375599,0.448,0.399,1,0.049,"MA0903.1","HOXB3"
"MA0611.1",0.0625294852626298,-0.196340924005922,0.584,0.613,1,-0.029,"MA0611.1","Dux"
"MA1499.1",0.0626721751034146,-0.161134647759245,0.632,0.661,1,-0.029,"MA1499.1","HOXB4"
"MA0738.1",0.0636250600777123,-0.308638898536168,0.304,0.422,1,-0.118,"MA0738.1","HIC2"
"MA0702.2",0.0654515984988066,0.307714476891043,0.504,0.425,1,0.079,"MA0702.2","LMX1A"
"MA0621.1",0.0663318867888873,0.31205207426934,0.496,0.402,1,0.094,"MA0621.1","mix-a"
"MA1480.1",0.0664358721887491,0.559320155468141,0.24,0.203,1,0.037,"MA1480.1","DPRX"
"MA0783.1",0.0666222645314326,-0.0670530338134734,0.856,0.904,1,-0.048,"MA0783.1","PKNOX2"
"MA0766.2",0.0671072038320085,0.184032869108782,0.816,0.762,1,0.0539999999999999,"MA0766.2","GATA5"
"MA0844.1",0.0674169309374729,-0.0993118627233929,0.728,0.762,1,-0.034,"MA0844.1","XBP1"
"MA1151.1",0.0674707590790422,0.618146044880002,0.416,0.322,1,0.094,"MA1151.1","RORC"
"MA1555.1",0.0682192307589567,-0.080029170877953,0.584,0.604,1,-0.02,"MA1555.1","RXRB(var.2)"
"MA1602.1",0.0684487611579003,0.208853543634336,0.784,0.687,1,0.097,"MA1602.1","ZSCAN29"
"MA0830.2",0.068706801174605,0.035491063132925,1,0.996,1,0.004,"MA0830.2","TCF4"
"MA0680.1",0.0701283921137842,0.310570243543011,0.656,0.502,1,0.154,"MA0680.1","PAX7"
"MA0874.1",0.0707414355235049,0.268321020984907,0.4,0.38,1,0.02,"MA0874.1","Arx"
"MA1548.1",0.0718056868041817,-0.7769158992956,0.176,0.274,1,-0.098,"MA1548.1","PLAGL2"
"MA1620.1",0.0721118123055362,0.0274777322307909,1,0.999,1,0.001,"MA1620.1","Ptf1a(var.3)"
"MA0856.1",0.074253177578466,-0.713574800487499,0.24,0.305,1,-0.065,"MA0856.1","RXRG"
"MA1470.1",0.0770240843662382,-0.208875710680924,0.52,0.62,1,-0.1,"MA1470.1","BACH2(var.2)"
"MA0779.1",0.0770992600494486,-0.259918995177972,0.344,0.432,1,-0.088,"MA0779.1","PAX1"
"MA1645.1",0.0785023127954625,-0.285459197916132,0.416,0.506,1,-0.09,"MA1645.1","NKX2-2"
"MA0115.1",0.0814298548914579,-6.27160976018578,0.144,0.21,1,-0.066,"MA0115.1","NR1H2::RXRA"
"MA0734.2",0.0841601889744643,-0.0918678342215992,0.632,0.675,1,-0.043,"MA0734.2","GLI2"
"MA0663.1",0.0973169791277986,-0.0326387634532004,0.68,0.754,1,-0.074,"MA0663.1","MLX"
"MA0084.1",0.099454141554152,4.37073910482832,0.168,0.147,1,0.021,"MA0084.1","SRY"
"MA1534.1",0.100170306199545,2.18793343291301,0.144,0.182,1,-0.038,"MA1534.1","NR1I3"
"MA0795.1",0.101159541554274,0.422795971900508,0.296,0.288,1,0.00800000000000001,"MA0795.1","SMAD3"
"MA1621.1",0.108338048946941,0.0457389283144516,0.992,0.999,1,-0.00700000000000001,"MA1621.1","Rbpjl"
"MA1529.1",0.109006285971976,-0.179241197600106,0.552,0.617,1,-0.0649999999999999,"MA1529.1","NHLH2"
"MA0886.1",0.112321152273436,0.229490640443237,0.48,0.435,1,0.045,"MA0886.1","EMX2"
"MA1126.1",0.116302158028751,0.300235492052926,0.592,0.472,1,0.12,"MA1126.1","FOS::JUN(var.2)"
"MA0892.1",0.117675637941564,0.231208521401287,0.432,0.337,1,0.095,"MA0892.1","GSX1"
"MA1520.1",0.117843041732789,-1.08409231051142,0.224,0.329,1,-0.105,"MA1520.1","MAF"
"MA0635.1",0.118372383271698,-0.198780377979528,0.536,0.55,1,-0.014,"MA0635.1","BARHL2"
"MA0693.2",0.118414000518235,-4.52932753924129,0.16,0.211,1,-0.051,"MA0693.2","VDR"
"MA1143.1",0.118694380819945,-0.0483676935908016,0.576,0.617,1,-0.041,"MA1143.1","FOSL1::JUND(var.2)"
"MA0736.1",0.119757753727085,-0.220236600603669,0.416,0.441,1,-0.025,"MA0736.1","GLIS2"
"MA0827.1",0.121033980895334,-0.290487733531458,0.328,0.398,1,-0.07,"MA0827.1","OLIG3"
"MA1129.1",0.123716524836176,0.263455577920149,0.592,0.548,1,0.0439999999999999,"MA1129.1","FOSL1::JUN(var.2)"
"MA0668.1",0.124496752691858,-0.292767913506857,0.408,0.427,1,-0.019,"MA0668.1","NEUROD2"
"MA0258.2",0.127367365233036,1.19696359127996,0.216,0.176,1,0.04,"MA0258.2","ESR2"
"MA0884.1",0.128914249235822,0.17699698494425,0.32,0.273,1,0.047,"MA0884.1","DUXA"
"MA0525.2",0.133812976312697,-0.263683336061773,0.384,0.502,1,-0.118,"MA0525.2","TP63"
"MA1657.1",0.142687623774055,0.187372055686975,0.4,0.387,1,0.013,"MA1657.1","ZNF652"
"MA0754.1",0.143286500039184,-0.087631532053866,0.664,0.737,1,-0.073,"MA0754.1","CUX1"
"MA0060.3",0.149533895754928,-0.193911208420053,0.504,0.561,1,-0.0570000000000001,"MA0060.3","NFYA"
"MA0872.1",0.157650758358229,0.283488571709961,0.288,0.241,1,0.047,"MA0872.1","TFAP2A(var.3)"
"MA0644.1",0.158733328336313,0.151336817883581,0.52,0.485,1,0.035,"MA0644.1","ESX1"
"MA1420.1",0.160135262736327,0.184549549368504,0.96,0.913,1,0.0469999999999999,"MA1420.1","IRF5"
"MA0111.1",0.164565634386849,-0.181246279974805,0.472,0.537,1,-0.0650000000000001,"MA0111.1","Spz1"
"MA0628.1",0.165528396996698,0.188095525136557,0.552,0.486,1,0.0660000000000001,"MA0628.1","POU6F1"
"MA0828.1",0.175870194547577,0.00406695489689413,0.768,0.729,1,0.039,"MA0828.1","SREBF2(var.2)"
"MA1491.1",0.187199409065423,-0.0763365199835077,0.64,0.631,1,0.00900000000000001,"MA1491.1","GLI3"
"MA0499.2",0.190911244429018,0.0207733837652133,0.984,0.978,1,0.00600000000000001,"MA0499.2","MYOD1"
"MA0724.1",0.190920405033048,0.168389858415678,0.488,0.436,1,0.052,"MA0724.1","VENTX"
"MA0125.1",0.191109055519157,0.199832763283145,0.576,0.521,1,0.0549999999999999,"MA0125.1","Nobox"
"MA0865.1",0.194693512279833,0.322002340237222,0.264,0.227,1,0.037,"MA0865.1","E2F8"
"MA0139.1",0.198485314327157,0.413496158102414,0.816,0.685,1,0.131,"MA0139.1","CTCF"
"MA1650.1",0.201302748859452,0.0491382339039087,0.84,0.776,1,0.0639999999999999,"MA1650.1","ZBTB14"
"MA0889.1",0.204138767434493,0.135801832747584,0.496,0.46,1,0.036,"MA0889.1","GBX1"
"MA1539.1",0.204433727723331,0.341093402315328,0.384,0.334,1,0.05,"MA1539.1","NR2F6(var.3)"
"MA1578.1",0.20575532818808,0.265032901818604,0.216,0.213,1,0.003,"MA1578.1","VEZF1"
"MA1501.1",0.208080730659844,0.157917911827001,0.576,0.526,1,0.0499999999999999,"MA1501.1","HOXB7"
"MA1538.1",0.209758475167001,-0.228366089387651,0.312,0.353,1,-0.041,"MA1538.1","NR2F1(var.3)"
"MA0667.1",0.212938858970084,0.0914541290165802,0.288,0.269,1,0.019,"MA0667.1","MYF6"
"MA0877.2",0.215177328182243,0.181045340225839,0.656,0.596,1,0.0600000000000001,"MA0877.2","BARHL1"
"MA0700.2",0.222023324064735,0.420824773030352,0.24,0.182,1,0.058,"MA0700.2","LHX2"
"MA0070.1",0.222064339769142,-0.154010500743063,0.488,0.598,1,-0.11,"MA0070.1","PBX1"
"MA0676.1",0.225240924075806,0.0762978758287378,0.36,0.344,1,0.016,"MA0676.1","Nr2e1"
"MA0619.1",0.236426284101354,-0.0617033380404877,0.504,0.516,1,-0.012,"MA0619.1","LIN54"
"MA1463.1",0.237394167487017,0.198319886660627,0.464,0.4,1,0.064,"MA1463.1","ARGFX"
"MA0027.2",0.238783274096202,0.0621717488927009,0.336,0.33,1,0.00600000000000001,"MA0027.2","EN1"
"MA0622.1",0.247846762675134,-0.0149751482986635,0.672,0.681,1,-0.00900000000000001,"MA0622.1","Mlxip"
"MA0662.1",0.250159378323509,0.175797189873023,0.416,0.335,1,0.081,"MA0662.1","MIXL1"
"MA0866.1",0.251975055694433,-0.824765097194703,0.168,0.225,1,-0.057,"MA0866.1","SOX21"
"MA0819.1",0.252818515961989,-0.0859405048756337,0.632,0.62,1,0.012,"MA0819.1","CLOCK"
"MA1565.1",0.252929815926401,0.0453743426429059,0.984,0.981,1,0.003,"MA1565.1","TBX18"
"MA0896.1",0.253182096463092,0.149002868197626,0.288,0.258,1,0.03,"MA0896.1","Hmx1"
"MA0093.3",0.257053886031373,-0.359320059666308,0.288,0.348,1,-0.06,"MA0093.3","USF1"
"MA0908.1",0.264791808244073,-0.109957912437863,0.432,0.414,1,0.018,"MA0908.1","HOXD11"
"MA0743.2",0.266528667042961,0.160591391617633,0.944,0.94,1,0.004,"MA0743.2","SCRT1"
"MA1478.1",0.275773527614741,-0.193126417013107,0.312,0.405,1,-0.093,"MA1478.1","DMRTA2"
"MA0796.1",0.279807399086737,-0.0192424060499434,0.816,0.867,1,-0.051,"MA0796.1","TGIF1"
"MA1603.1",0.280138661460708,0.0965491541874349,0.584,0.514,1,0.07,"MA1603.1","Dmrt1"
"MA0905.1",0.284334481336442,-0.0557021001469065,0.464,0.486,1,-0.022,"MA0905.1","HOXC10"
"MA0826.1",0.284430814639754,-0.184823541400133,0.392,0.434,1,-0.042,"MA0826.1","OLIG1"
"MA0890.1",0.287454025520065,0.0765535653530807,0.344,0.322,1,0.022,"MA0890.1","GBX2"
"MA0141.3",0.296256972229707,0.945824639012512,0.16,0.157,1,0.003,"MA0141.3","ESRRB"
"MA0678.1",0.303908582676325,-0.235819045202351,0.312,0.328,1,-0.016,"MA0678.1","OLIG2"
"MA0703.2",0.304402325276353,0.196634324888031,0.528,0.465,1,0.063,"MA0703.2","LMX1B"
"MA0109.1",0.304949352378175,0.144262189517026,0.712,0.616,1,0.096,"MA0109.1","HLTF"
"MA1498.1",0.311810994495964,0.196753962358096,0.464,0.44,1,0.024,"MA1498.1","HOXA7"
"MA0910.2",0.311810994495964,0.196753962358096,0.464,0.44,1,0.024,"MA0910.2","HOXD8"
