"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","dpct","gene","motif"
"MA0914.1",0.0128122563991756,0.602296585825715,0.526,0.377,1,0.149,"MA0914.1","ISL2"
"MA0710.1",0.0129471406918777,1.21928365471706,0.329,0.189,1,0.14,"MA0710.1","NOTO"
"MA0734.2",0.0131126857395297,-1.68754290381649,0.171,0.328,1,-0.157,"MA0734.2","GLI2"
"MA0621.1",0.0134637809516795,2.20650546375162,0.289,0.205,1,0.084,"MA0621.1","mix-a"
"MA0768.1",0.0135035624720431,2.67023616652381,0.237,0.221,1,0.016,"MA0768.1","LEF1"
"MA1499.1",0.0139834261999665,-1.60714545723588,0.197,0.352,1,-0.155,"MA1499.1","HOXB4"
"MA1655.1",0.0143476061781397,0.39591489450217,0.711,0.582,1,0.129,"MA1655.1","ZNF341"
"MA0620.3",0.0144266804482627,0.749833991518857,0.487,0.328,1,0.159,"MA0620.3","MITF"
"MA0606.1",0.0145703268361599,0.250466450475746,0.987,0.934,1,0.0529999999999999,"MA0606.1","NFAT5"
"MA0656.1",0.0148593456959811,-0.313250229706977,0.684,0.861,1,-0.177,"MA0656.1","JDP2(var.2)"
"MA0091.1",0.0151245543619171,-0.338599166849863,0.539,0.705,1,-0.166,"MA0091.1","TAL1::TCF3"
"MA1603.1",0.0151777237562056,0.738430630836858,0.434,0.262,1,0.172,"MA1603.1","Dmrt1"
"MA0519.1",0.0154727348626766,-0.22664674140181,0.855,0.926,1,-0.0710000000000001,"MA0519.1","Stat5a::Stat5b"
"MA1592.1",0.0159824255694927,0.412271896932078,0.553,0.5,1,0.053,"MA1592.1","ZNF274"
"MA1602.1",0.0160293219448195,-1.64160010401047,0.184,0.352,1,-0.168,"MA1602.1","ZSCAN29"
"MA1470.1",0.0160462460274272,-0.461497863762156,0.474,0.59,1,-0.116,"MA1470.1","BACH2(var.2)"
"MA0827.1",0.0160956520831673,0.464776713327414,0.566,0.451,1,0.115,"MA0827.1","OLIG3"
"MA0796.1",0.016341682635495,-0.570076959412201,0.395,0.508,1,-0.113,"MA0796.1","TGIF1"
"MA1645.1",0.0163780673650209,-0.568764980422419,0.395,0.59,1,-0.195,"MA1645.1","NKX2-2"
"MA0871.2",0.0177256231716656,0.813870368104427,0.447,0.311,1,0.136,"MA0871.2","TFEC"
"MA0637.1",0.0183790478125507,1.15052049006948,0.303,0.18,1,0.123,"MA0637.1","CENPB"
"MA0878.2",0.0184473953268632,-0.264904131999934,0.658,0.77,1,-0.112,"MA0878.2","CDX1"
"MA0464.2",0.0190479791601396,1.55521801563672,0.342,0.27,1,0.072,"MA0464.2","BHLHE40"
"MA0851.1",0.0193987057611551,0.287039649444145,0.961,0.943,1,0.018,"MA0851.1","Foxj3"
"MA1139.1",0.0195734261815602,-0.292241503939316,0.618,0.787,1,-0.169,"MA1139.1","FOSL2::JUNB(var.2)"
"MA0144.2",0.0196729128187096,-0.24218983449071,0.882,0.926,1,-0.044,"MA0144.2","STAT3"
"MA1578.1",0.0197646754453567,0.506334645890556,0.632,0.426,1,0.206,"MA1578.1","VEZF1"
"MA0887.1",0.0215848553172168,0.957066609336655,0.382,0.23,1,0.152,"MA0887.1","EVX1"
"MA0845.1",0.0216408820084131,0.319250644177502,0.868,0.82,1,0.048,"MA0845.1","FOXB1"
"MA0038.2",0.0225102724523521,-0.3267750212026,0.553,0.68,1,-0.127,"MA0038.2","GFI1"
"MA0163.1",0.0232329547837551,0.345031517004583,0.711,0.541,1,0.17,"MA0163.1","PLAG1"
"MA0704.1",0.0232990619765251,0.793957383515518,0.395,0.27,1,0.125,"MA0704.1","Lhx4"
"MA0607.1",0.0242761101412562,-0.381270010429065,0.5,0.672,1,-0.172,"MA0607.1","Bhlha15"
"MA1572.1",0.0243651672096053,-0.505700080750082,0.395,0.516,1,-0.121,"MA1572.1","TGIF2LY"
"MA1149.1",0.0247956991804823,0.415014518911008,0.658,0.566,1,0.0920000000000001,"MA1149.1","RARA::RXRG"
"MA1549.1",0.0269914586075992,-1.24807731481273,0.25,0.402,1,-0.152,"MA1549.1","POU6F1(var.2)"
"MA0678.1",0.0279315968989776,0.419551962538533,0.566,0.484,1,0.082,"MA0678.1","OLIG2"
"MA0151.1",0.0281302374941863,0.527229819407808,0.5,0.377,1,0.123,"MA0151.1","Arid3a"
"MA0892.1",0.0284121758762849,0.825202288330854,0.395,0.303,1,0.092,"MA0892.1","GSX1"
"MA1131.1",0.0285020877615086,-0.24452233501785,0.724,0.82,1,-0.096,"MA1131.1","FOSL2::JUN(var.2)"
"MA1522.1",0.0287178716872686,0.243054133927912,0.895,0.746,1,0.149,"MA1522.1","MAZ"
"MA1495.1",0.0289609039405187,0.614635434282163,0.461,0.32,1,0.141,"MA1495.1","HOXA1"
"MA0158.2",0.0289609039405187,0.614635434282163,0.461,0.32,1,0.141,"MA0158.2","HOXA5"
"MA0904.2",0.0289609039405187,0.614635434282163,0.461,0.32,1,0.141,"MA0904.2","HOXB5"
"MA1644.1",0.0290325305774203,-0.924770991975398,0.289,0.41,1,-0.121,"MA1644.1","NFYC"
"MA0706.1",0.0301510018548007,1.331642477292,0.342,0.23,1,0.112,"MA0706.1","MEOX2"
"MA0628.1",0.0311922850083239,0.931129393215956,0.368,0.295,1,0.073,"MA0628.1","POU6F1"
"MA0630.1",0.031777633051825,0.746155097832932,0.382,0.262,1,0.12,"MA0630.1","SHOX"
"MA0716.1",0.031777633051825,0.746155097832932,0.382,0.262,1,0.12,"MA0716.1","PRRX1"
"MA0037.3",0.0319157315749537,1.30970232056654,0.368,0.287,1,0.081,"MA0037.3","GATA3"
"MA0111.1",0.0323922104924937,-0.501501398023516,0.395,0.516,1,-0.121,"MA0111.1","Spz1"
"MA1473.1",0.0335299620457147,-0.296082921970588,0.566,0.73,1,-0.164,"MA1473.1","CDX4"
"MA1629.1",0.0335366580977192,0.311035266201522,0.711,0.639,1,0.072,"MA1629.1","Zic2"
"MA0654.1",0.0354719820666816,0.672198836465783,0.461,0.336,1,0.125,"MA0654.1","ISX"
"MA0717.1",0.0354719820666816,0.672198836465783,0.461,0.336,1,0.125,"MA0717.1","RAX2"
"MA0720.1",0.0354719820666816,0.672198836465783,0.461,0.336,1,0.125,"MA0720.1","Shox2"
"MA1546.1",0.0362265218907059,-1.1243656979184,0.184,0.336,1,-0.152,"MA1546.1","PAX3(var.2)"
"MA0715.1",0.0367222310742177,-1.11416121458688,0.197,0.328,1,-0.131,"MA0715.1","PROP1"
"MA0068.2",0.0378397505404098,1.03946850546199,0.329,0.18,1,0.149,"MA0068.2","PAX4"
"MA1577.1",0.0378397505404098,1.03946850546199,0.329,0.18,1,0.149,"MA1577.1","TLX2"
"MA0701.2",0.0378397505404098,1.03946850546199,0.329,0.18,1,0.149,"MA0701.2","LHX9"
"MA0075.3",0.0378397505404098,1.03946850546199,0.329,0.18,1,0.149,"MA0075.3","PRRX2"
"MA0906.1",0.0384109665181675,-0.574675084544068,0.368,0.451,1,-0.083,"MA0906.1","HOXC12"
"MA0758.1",0.0384345370654703,0.43404045403802,0.579,0.492,1,0.087,"MA0758.1","E2F7"
"MA0754.1",0.03850653476059,-3.23267515151719,0.171,0.197,1,-0.026,"MA0754.1","CUX1"
"MA1530.1",0.0395342146723605,-0.976008616700126,0.25,0.369,1,-0.119,"MA1530.1","NKX6-3"
"MA0117.2",0.039817612461235,-0.444292970259986,0.434,0.59,1,-0.156,"MA0117.2","Mafb"
"MA0140.2",0.040118141386943,1.04637040458566,0.303,0.23,1,0.073,"MA0140.2","GATA1::TAL1"
"MA0039.4",0.0415850618310034,0.417322522044232,0.461,0.262,1,0.199,"MA0039.4","KLF4"
"MA1540.1",0.0418534431313588,0.236122718851806,0.868,0.828,1,0.04,"MA1540.1","NR5A1"
"MA0735.1",0.0444892512662026,0.548454375326429,0.447,0.311,1,0.136,"MA0735.1","GLIS1"
"MA0131.2",0.04567803806317,-2.56872028676278,0.224,0.23,1,-0.00600000000000001,"MA0131.2","HINFP"
"MA0664.1",0.0464963909635363,2.3708996343529,0.276,0.18,1,0.096,"MA0664.1","MLXIPL"
"MA1133.1",0.047241627002215,-0.277602216057744,0.671,0.795,1,-0.124,"MA1133.1","JUN::JUNB(var.2)"
"MA0729.1",0.0474916010400988,-0.857970088145744,0.303,0.443,1,-0.14,"MA0729.1","RARA"
"MA0638.1",0.0477799932774531,-0.418178704171107,0.434,0.639,1,-0.205,"MA0638.1","CREB3"
"MA0619.1",0.0478230438187274,0.698075600625945,0.434,0.32,1,0.114,"MA0619.1","LIN54"
"MA0623.2",0.048371152168959,0.371275513876142,0.566,0.516,1,0.0499999999999999,"MA0623.2","NEUROG1"
"MA0902.2",0.0493939440366731,0.813934831892962,0.303,0.189,1,0.114,"MA0902.2","HOXB2"
"MA1513.1",0.0502286423694328,1.14223684083591,0.263,0.148,1,0.115,"MA1513.1","KLF15"
"MA1467.1",0.0506123674646184,-0.166444967672083,0.763,0.795,1,-0.032,"MA1467.1","ATOH1(var.2)"
"MA1140.2",0.0561756284114902,-0.257326943789265,0.658,0.721,1,-0.0629999999999999,"MA1140.2","JUNB(var.2)"
"MA0626.1",0.0564398582898016,-0.749819620949074,0.303,0.393,1,-0.09,"MA0626.1","Npas2"
"MA1129.1",0.0581857866551334,-0.240951056873063,0.724,0.803,1,-0.0790000000000001,"MA1129.1","FOSL1::JUN(var.2)"
"MA1491.1",0.0584374997157424,-1.39435986714631,0.224,0.287,1,-0.063,"MA1491.1","GLI3"
"MA0899.1",0.0596355799147032,-0.379617367765864,0.408,0.549,1,-0.141,"MA0899.1","HOXA10"
"MA0818.1",0.0599687120029312,0.387080888994832,0.579,0.475,1,0.104,"MA0818.1","BHLHE22"
"MA0840.1",0.0604866082917097,-0.26200189787434,0.618,0.746,1,-0.128,"MA0840.1","Creb5"
"MA0083.3",0.0605281159305634,0.182648545083835,1,0.992,1,0.00800000000000001,"MA0083.3","SRF"
"MA0109.1",0.0641754478788765,-0.265028131821224,0.513,0.664,1,-0.151,"MA0109.1","HLTF"
"MA0147.3",0.0644536976353314,-2.62430594154926,0.237,0.287,1,-0.05,"MA0147.3","MYC"
"MA0505.1",0.0659087111254735,0.215589627342625,0.908,0.893,1,0.015,"MA0505.1","Nr5a2"
"MA0834.1",0.0680780054548266,-0.256842674384382,0.632,0.754,1,-0.122,"MA0834.1","ATF7"
"MA0132.2",0.0687216888759027,0.657014936173617,0.395,0.303,1,0.092,"MA0132.2","PDX1"
"MA0900.2",0.0687216888759027,0.657014936173617,0.395,0.303,1,0.092,"MA0900.2","HOXA2"
"MA0912.2",0.0687216888759027,0.657014936173617,0.395,0.303,1,0.092,"MA0912.2","HOXD3"
"MA0671.1",0.0687306608982935,0.328569172413178,0.737,0.664,1,0.073,"MA0671.1","NFIX"
"MA1581.1",0.0695219365361807,0.275513628659218,0.816,0.705,1,0.111,"MA1581.1","ZBTB6"
"MA0861.1",0.0696346304789201,-0.717021070967065,0.342,0.451,1,-0.109,"MA0861.1","TP73"
"MA1615.1",0.070165202969557,0.236267506100353,0.895,0.77,1,0.125,"MA1615.1","Plagl1"
"MA0879.1",0.0705653179620045,0.933710180956426,0.408,0.279,1,0.129,"MA0879.1","Dlx1"
"MA0741.1",0.0725126167203731,0.38579681003088,0.395,0.303,1,0.092,"MA0741.1","KLF16"
"MA0751.1",0.0726130486562162,-0.610075385150861,0.289,0.41,1,-0.121,"MA0751.1","ZIC4"
"MA0865.1",0.0726871657079645,0.309079651875655,0.697,0.557,1,0.14,"MA0865.1","E2F8"
"MA1487.1",0.0736451191627213,0.22443457573967,0.921,0.943,1,-0.0219999999999999,"MA1487.1","FOXE1"
"MA1552.1",0.0748450772067835,-0.259171213144898,0.579,0.721,1,-0.142,"MA1552.1","RARB(var.3)"
"MA0814.2",0.0786687393264224,-0.224308005002376,0.513,0.59,1,-0.077,"MA0814.2","TFAP2C(var.2)"
"MA0703.2",0.0796397189743071,1.57050076438271,0.25,0.27,1,-0.02,"MA0703.2","LMX1B"
"MA0866.1",0.0850939039184131,0.550731244421797,0.329,0.254,1,0.075,"MA0866.1","SOX21"
"MA0860.1",0.0857431486609925,0.305678384181965,0.697,0.607,1,0.09,"MA0860.1","Rarg(var.2)"
"MA1625.1",0.0857948430156505,-0.131923392463106,0.855,0.934,1,-0.0790000000000001,"MA1625.1","Stat5b"
"MA0258.2",0.0895703824606649,-0.138687257129292,0.855,0.836,1,0.019,"MA0258.2","ESR2"
"MA0142.1",0.0896697039455159,0.687243161377027,0.368,0.246,1,0.122,"MA0142.1","Pou5f1::Sox2"
"MA0483.1",0.0905171690095867,-0.351337824188292,0.447,0.475,1,-0.028,"MA0483.1","Gfi1b"
"MA0895.1",0.094008982728279,0.439435140718012,0.395,0.369,1,0.026,"MA0895.1","HMBOX1"
"MA0697.1",0.0968772727799708,-0.663371669656102,0.263,0.328,1,-0.065,"MA0697.1","ZIC3"
"MA0494.1",0.098856669809042,0.318153365413566,0.513,0.467,1,0.046,"MA0494.1","Nr1h3::Rxra"
"MA0084.1",0.099865156424014,0.481521913178879,0.329,0.385,1,-0.056,"MA0084.1","SRY"
"MA0498.2",0.100145824216568,-0.643170959193636,0.303,0.369,1,-0.066,"MA0498.2","MEIS1"
"MA0707.1",0.100512678149898,1.37960074665934,0.263,0.254,1,0.00900000000000001,"MA0707.1","MNX1"
"MA1507.1",0.102293821320316,-1.35638291209851,0.211,0.32,1,-0.109,"MA1507.1","HOXD4"
"MA1154.1",0.104348749804729,0.231816185433184,0.842,0.779,1,0.0629999999999999,"MA1154.1","ZNF282"
"MA0611.1",0.104926874131708,-0.905584516828377,0.211,0.369,1,-0.158,"MA0611.1","Dux"
"MA0041.1",0.10812044219067,0.237837966724036,0.947,0.885,1,0.0619999999999999,"MA0041.1","Foxd3"
"MA0073.1",0.108984079404083,0.397769546564503,0.474,0.336,1,0.138,"MA0073.1","RREB1"
"MA1570.1",0.113318392668465,-0.695010326485855,0.263,0.344,1,-0.081,"MA1570.1","TFAP4(var.2)"
"MA0479.1",0.11366562992361,0.27322554003025,0.579,0.484,1,0.095,"MA0479.1","FOXH1"
"MA0070.1",0.121787422855319,-0.452189517826633,0.382,0.459,1,-0.077,"MA0070.1","PBX1"
"MA0699.1",0.122602895618242,0.948015747790588,0.25,0.221,1,0.029,"MA0699.1","LBX2"
"MA0862.1",0.123378802117663,0.453476533197541,0.368,0.344,1,0.024,"MA0862.1","GMEB2"
"MA0079.4",0.125684565187686,0.839464811308283,0.303,0.172,1,0.131,"MA0079.4","SP1"
"MA0680.1",0.127194147148769,0.572345541812922,0.342,0.295,1,0.047,"MA0680.1","PAX7"
"MA0503.1",0.127708081536354,-0.213919507573666,0.618,0.73,1,-0.112,"MA0503.1","Nkx2-5(var.2)"
"MA1554.1",0.12786212074043,-0.251326543586568,0.434,0.541,1,-0.107,"MA1554.1","RFX7"
"MA0842.2",0.127885350744003,-0.235788621025839,0.553,0.656,1,-0.103,"MA0842.2","NRL"
"MA0728.1",0.128689522465464,-0.780841185785201,0.329,0.385,1,-0.056,"MA0728.1","Nr2f6(var.2)"
"MA0610.1",0.12942773629261,-1.65012898808932,0.145,0.361,1,-0.216,"MA0610.1","DMRT3"
"MA0646.1",0.133608937160472,0.292357866401918,0.592,0.443,1,0.149,"MA0646.1","GCM1"
"MA1116.1",0.135384577007141,0.164699527148827,1,1,1,0,"MA1116.1","RBPJ"
"MA0831.2",0.135649425691115,0.345912262421399,0.526,0.443,1,0.083,"MA0831.2","TFE3"
"MA0700.2",0.135916573938047,0.529644484655494,0.5,0.336,1,0.164,"MA0700.2","LHX2"
"MA1541.1",0.137433440618,0.280488782858079,0.684,0.656,1,0.028,"MA1541.1","NR6A1"
"MA0813.1",0.140885452945731,0.205314276336849,0.842,0.746,1,0.096,"MA0813.1","TFAP2B(var.3)"
"MA1100.2",0.141523688434155,0.279226831092899,0.645,0.557,1,0.088,"MA1100.2","ASCL1"
"MA0872.1",0.144439226924541,0.193960054333068,0.882,0.787,1,0.095,"MA0872.1","TFAP2A(var.3)"
"MA0903.1",0.148537444627056,4.79296723333947,0.224,0.139,1,0.085,"MA0903.1","HOXB3"
"MA0913.2",0.153132030579471,-0.188858766912709,0.526,0.607,1,-0.081,"MA0913.2","HOXD9"
"MA0482.2",0.153397208114519,1.88904901313842,0.316,0.246,1,0.07,"MA0482.2","GATA4"
"MA0463.2",0.159397990208165,0.257875159764831,0.632,0.574,1,0.0580000000000001,"MA0463.2","BCL6"
"MA1654.1",0.16165092960401,0.168170087250117,0.921,0.91,1,0.011,"MA1654.1","ZNF16"
"MA1636.1",0.167097167366923,-0.849197346824039,0.382,0.41,1,-0.028,"MA1636.1","CEBPG(var.2)"
"MA0059.1",0.16779681259741,-0.366104598297951,0.355,0.434,1,-0.079,"MA0059.1","MAX::MYC"
"MA0461.2",0.169594464563931,0.292143492829781,0.474,0.459,1,0.015,"MA0461.2","Atoh1"
"MA0819.1",0.173192211735315,-0.875050886275538,0.25,0.32,1,-0.07,"MA0819.1","CLOCK"
"MA0816.1",0.175100806966643,0.250638497017255,0.645,0.639,1,0.00600000000000001,"MA0816.1","Ascl2"
"MA0615.1",0.175924652062149,0.368387696114791,0.434,0.344,1,0.09,"MA0615.1","Gmeb1"
"MA1538.1",0.177317182744623,-0.206389436626304,0.553,0.631,1,-0.078,"MA1538.1","NR2F1(var.3)"
"MA0642.1",0.177702366270543,0.827794622302373,0.263,0.238,1,0.025,"MA0642.1","EN2"
"MA0466.2",0.178278522165356,1.08836598229631,0.382,0.303,1,0.079,"MA0466.2","CEBPB"
"MA1478.1",0.181537766207802,-0.738754819926298,0.25,0.262,1,-0.012,"MA1478.1","DMRTA2"
"MA1600.1",0.185869542018304,0.204788136017448,0.763,0.623,1,0.14,"MA1600.1","ZNF684"
"MA0159.1",0.187260597202166,0.249592200273538,0.618,0.623,1,-0.005,"MA0159.1","RARA::RXRA"
"MA0141.3",0.19013384462111,0.181480534385034,0.842,0.852,1,-0.01,"MA0141.3","ESRRB"
"MA0882.1",0.194290878859742,0.330603054919802,0.5,0.434,1,0.066,"MA0882.1","DLX6"
"MA0069.1",0.194339256191262,-0.326363717667157,0.342,0.443,1,-0.101,"MA0069.1","PAX6"
"MA0468.1",0.194412509006372,-0.772248986697446,0.263,0.369,1,-0.106,"MA0468.1","DUX4"
"MA0024.3",0.199389948047765,0.379209814154145,0.316,0.262,1,0.054,"MA0024.3","E2F1"
"MA1594.1",0.200028179284576,-0.239477509192761,0.487,0.574,1,-0.087,"MA1594.1","ZNF382"
"MA1146.1",0.208507434751751,0.227939080893118,0.632,0.574,1,0.0580000000000001,"MA1146.1","NR1H4::RXRA"
"MA0058.3",0.211252524836191,-1.16067261299994,0.263,0.262,1,0.001,"MA0058.3","MAX"
"MA0124.2",0.217865710506014,-0.24341673397045,0.421,0.516,1,-0.095,"MA0124.2","Nkx3-1"
"MA1557.1",0.221580553205944,0.281982324073555,0.618,0.508,1,0.11,"MA1557.1","SMAD5"
"MA0869.1",0.221848455373469,0.298463834652241,0.566,0.402,1,0.164,"MA0869.1","Sox11"
"MA0122.3",0.225421235628423,-0.290926568124929,0.303,0.467,1,-0.164,"MA0122.3","Nkx3-2"
"MA0854.1",0.226353033115448,0.848575216205947,0.263,0.213,1,0.05,"MA0854.1","Alx1"
"MA0755.1",0.227347280415639,-1.98840853787405,0.158,0.213,1,-0.055,"MA0755.1","CUX2"
"MA0877.2",0.229521244662562,0.28874785314588,0.553,0.5,1,0.053,"MA0877.2","BARHL1"
"MA0597.1",0.231587605422416,0.164541500718593,0.75,0.803,1,-0.053,"MA0597.1","THAP1"
"MA0601.1",0.235049109996269,0.256591992551959,0.553,0.5,1,0.053,"MA0601.1","Arid3b"
"MA0874.1",0.237381478718656,2.71077940336906,0.211,0.156,1,0.055,"MA0874.1","Arx"
"MA1147.1",0.237736023999565,0.217953392726738,0.658,0.566,1,0.0920000000000001,"MA1147.1","NR4A2::RXRA"
"MA0633.1",0.239483160645493,-0.17226522289865,0.474,0.582,1,-0.108,"MA0633.1","Twist2"
"MA1123.2",0.240195403045531,0.218334900793322,0.75,0.721,1,0.029,"MA1123.2","TWIST1"
"MA1651.1",0.246817731475651,-0.686440841660344,0.237,0.27,1,-0.033,"MA1651.1","ZFP42"
"MA0101.1",0.251806887421449,0.212844438400816,0.513,0.484,1,0.029,"MA0101.1","REL"
"MA0826.1",0.2528438987218,0.258525211713851,0.513,0.459,1,0.054,"MA0826.1","OLIG1"
"MA1593.1",0.254866484022443,0.168481612045112,0.789,0.697,1,0.0920000000000001,"MA1593.1","ZNF317"
"MA1583.1",0.255233092398313,-0.445232832499564,0.329,0.352,1,-0.023,"MA1583.1","ZFP57"
"MA0116.1",0.260025147162194,0.147436680800992,0.632,0.549,1,0.083,"MA0116.1","Znf423"
"MA0731.1",0.263620039989395,-0.213579193839792,0.566,0.623,1,-0.0570000000000001,"MA0731.1","BCL6B"
"MA1589.1",0.267364663936904,-0.336032842815692,0.316,0.467,1,-0.151,"MA1589.1","ZNF140"
"MA0666.1",0.270399921889534,0.344942760007731,0.408,0.328,1,0.08,"MA0666.1","MSX1"
"MA0708.1",0.270399921889534,0.344942760007731,0.408,0.328,1,0.08,"MA0708.1","MSX2"
"MA0709.1",0.270399921889534,0.344942760007731,0.408,0.328,1,0.08,"MA0709.1","Msx3"
"MA0876.1",0.270399921889534,0.344942760007731,0.408,0.328,1,0.08,"MA0876.1","BSX"
"MA1502.1",0.272216428037184,0.417026301549422,0.329,0.27,1,0.059,"MA1502.1","HOXB8"
"MA1493.1",0.273057421529963,0.77189740622219,0.237,0.189,1,0.048,"MA1493.1","HES6"
"MA0259.1",0.273426688778207,-0.448004463205474,0.303,0.393,1,-0.09,"MA0259.1","ARNT::HIF1A"
"MA1471.1",0.28622575716868,-0.273162422572444,0.368,0.434,1,-0.066,"MA1471.1","BARX2"
"MA0622.1",0.288002562372081,0.359904948485599,0.316,0.279,1,0.037,"MA0622.1","Mlxip"
"MA1547.1",0.29049326759855,-0.0706286986080316,0.684,0.705,1,-0.0209999999999999,"MA1547.1","PITX2"
"MA0003.4",0.294926936825799,0.159475240654193,0.882,0.803,1,0.079,"MA0003.4","TFAP2A"
"MA0794.1",0.296569313349772,-0.28633932985149,0.329,0.443,1,-0.114,"MA0794.1","PROX1"
"MA0863.1",0.29834317420178,0.28938379672657,0.395,0.287,1,0.108,"MA0863.1","MTF1"
"MA0815.1",0.298888468905539,0.171795882365293,0.816,0.73,1,0.086,"MA0815.1","TFAP2C(var.3)"
"MA0890.1",0.305756130476069,0.367355030382109,0.303,0.27,1,0.033,"MA0890.1","GBX2"
"MA0594.2",0.315177623766537,0.423362849838667,0.329,0.287,1,0.042,"MA0594.2","HOXA9"
"MA0870.1",0.318906218358423,0.291986442827778,0.355,0.287,1,0.068,"MA0870.1","Sox1"
"MA1548.1",0.319511509092958,0.136978884266569,0.776,0.705,1,0.0710000000000001,"MA1548.1","PLAGL2"
"MA1125.1",0.321563331960102,-0.241842683882776,0.487,0.484,1,0.003,"MA1125.1","ZNF384"
"MA0648.1",0.325099776848976,0.2042739180386,0.724,0.664,1,0.0599999999999999,"MA0648.1","GSC"
"MA1608.1",0.332831302229046,0.170470337776984,0.697,0.762,1,-0.0650000000000001,"MA1608.1","Isl1"
"MA0036.3",0.340810777470362,0.984141173600016,0.303,0.27,1,0.033,"MA0036.3","GATA2"
"MA1463.1",0.342427216798412,0.519862185119266,0.303,0.213,1,0.09,"MA1463.1","ARGFX"
"MA0894.1",0.350252655084305,0.44506463841116,0.342,0.279,1,0.063,"MA0894.1","HESX1"
"MA0837.1",0.356030522462918,0.705548737450281,0.316,0.32,1,-0.004,"MA0837.1","CEBPE"
"MA0730.1",0.360044126441438,0.195245379422469,0.632,0.549,1,0.083,"MA0730.1","RARA(var.2)"
"MA1104.2",0.367906883701602,1.08556590666758,0.237,0.27,1,-0.033,"MA1104.2","GATA6"
"MA1113.2",0.370050720008352,-0.100304204273661,0.684,0.73,1,-0.0459999999999999,"MA1113.2","PBX2"
"MA0679.2",0.370768672159124,-0.160309425167076,0.395,0.451,1,-0.056,"MA0679.2","ONECUT1"
"MA1641.1",0.376955975744858,-0.0796754896545437,0.711,0.77,1,-0.0590000000000001,"MA1641.1","MYF5"
"MA0733.1",0.393709854432681,-0.296414390119481,0.263,0.336,1,-0.073,"MA0733.1","EGR4"
"MA0767.1",0.406816844965739,0.398766247623179,0.316,0.238,1,0.078,"MA0767.1","GCM2"
"MA0035.4",0.411179340976451,0.244345319906347,0.408,0.377,1,0.031,"MA0035.4","GATA1"
"MA0909.2",0.416161473310123,0.160504922383879,0.605,0.5,1,0.105,"MA0909.2","HOXD13"
"MA1584.1",0.421723375280905,-0.398293952898725,0.25,0.279,1,-0.029,"MA1584.1","ZIC5"
"MA0100.3",0.43019814059823,0.173006368640075,0.474,0.459,1,0.015,"MA0100.3","MYB"
"MA0714.1",0.434608612861267,0.18078764448087,0.803,0.689,1,0.114,"MA0714.1","PITX3"
"MA0897.1",0.442073998446735,0.187496027929784,0.276,0.246,1,0.03,"MA0897.1","Hmx2"
"MA0135.1",0.459639812234403,0.232348915934645,0.355,0.377,1,-0.022,"MA0135.1","Lhx3"
"MA1111.1",0.460060797630372,0.128291531249199,0.829,0.861,1,-0.032,"MA1111.1","NR2F2"
"MA0790.1",0.461741701386647,-0.101467092862558,0.553,0.59,1,-0.0369999999999999,"MA0790.1","POU4F1"
"MA0465.2",0.462311379914578,-0.1617810531314,0.434,0.467,1,-0.033,"MA0465.2","CDX2"
"MA0696.1",0.463172455331429,-0.325629546227512,0.276,0.32,1,-0.044,"MA0696.1","ZIC1"
"MA0891.1",0.463427645372997,0.193737880988767,0.711,0.648,1,0.0629999999999999,"MA0891.1","GSC2"
"MA1479.1",0.465508632524437,-0.285367357734412,0.25,0.459,1,-0.209,"MA1479.1","DMRTC2"
"MA0817.1",0.466312105250988,0.155148462295205,0.513,0.475,1,0.038,"MA0817.1","BHLHE23"
"MA1560.1",0.468033120643425,0.34376253783234,0.382,0.303,1,0.079,"MA1560.1","SOHLH2"
"MA1498.1",0.468056061151779,0.23041347333733,0.408,0.328,1,0.08,"MA1498.1","HOXA7"
"MA0910.2",0.468056061151779,0.23041347333733,0.408,0.328,1,0.08,"MA0910.2","HOXD8"
"MA1153.1",0.468148606658353,0.146149127170953,0.605,0.549,1,0.0559999999999999,"MA1153.1","Smad4"
"MA0502.2",0.468727698619309,-0.0664282379393142,0.566,0.639,1,-0.0730000000000001,"MA0502.2","NFYB"
"MA0107.1",0.476679505872012,0.120977552936091,0.382,0.377,1,0.005,"MA0107.1","RELA"
"MA1099.2",0.476910034132082,-0.582968283470804,0.237,0.262,1,-0.025,"MA1099.2","HES1"
"MA1534.1",0.479952533533787,0.160152242005255,0.579,0.533,1,0.0459999999999999,"MA1534.1","NR1I3"
"MA0683.1",0.480373711876298,-0.130604375579816,0.553,0.639,1,-0.086,"MA0683.1","POU4F2"
"MA0780.1",0.481355230893368,0.249655925932289,0.355,0.369,1,-0.014,"MA0780.1","PAX3"
"MA0857.1",0.483865474965907,0.231909284693097,0.447,0.402,1,0.045,"MA0857.1","Rarb"
"MA1642.1",0.487546951282804,-0.0196895296099412,0.724,0.787,1,-0.0630000000000001,"MA1642.1","NEUROG2(var.2)"
"MA0526.3",0.488981493550907,-0.150551806554577,0.408,0.492,1,-0.084,"MA0526.3","USF2"
"MA1575.1",0.489643543199985,0.117124846584178,0.737,0.598,1,0.139,"MA1575.1","THRB(var.2)"
"MA0907.1",0.491182936246465,0.139766689909963,0.684,0.664,1,0.02,"MA0907.1","HOXC13"
"MA0749.1",0.492986998537244,-0.18608556934019,0.408,0.393,1,0.015,"MA0749.1","ZBED1"
